,tempo,chroma_stft_mean,chroma_cqt_mean,rms_mean,spectral_centroid_mean,spectral_bandwidth_mean,spectral_contrast_mean,tonnetz_mean,zero_crossing_rate_mean,tempogram_mean,fourier_tempogram_mean,mfcc_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean,Tipo de musica,Genero,Cancion
0,0.12180981134230348,-0.3505921005639273,0.7463435603013572,-0.012344147173559566,-0.5820271571238543,-0.4540090977401966,0.0005119103230660625,-0.13143794065905398,-0.49119586756468697,-0.27604409379282574,-0.15607811781554534,0.4993601953068706,0.311022925471265,0.7016252945669834,-0.4699168213111726,0.36235817918550695,-0.4284336377321704,0.3347567318469633,-0.8623291097539325,0.49945178904106635,-0.6386193327345224,0.4083275739880937,-0.33817038312482073,0.6460508826454129,0.18321213768280106,0.7913352203441391,-0.2653708479845788,-0.0875972915099589,0.5005556215645688,-0.2380280462724746,0.007944339426239021,0.6031343785691424,Musica melodica,blues,blues.00000.wav
1,-1.8244783269339269,-0.4609815674557336,0.06813661901515436,-0.5400343305449056,-0.9394189972333192,-0.38562700161799207,0.06763466270866046,1.0465033998613422,-1.1419708828255588,-1.0697155527331559,0.7225074750961844,0.11114517565965233,-0.6283967202022033,0.7799897306461556,0.8239017322904121,-0.027118181487788294,0.3286554287772426,0.5801930900827431,-0.34498742816709455,1.265785802725447,-0.3755400133224986,0.524703570598817,0.06721783881733617,0.1345005184929107,0.4147814985252999,0.4850424226725677,-0.4397198367286342,-0.047129391251207624,0.7149942516389175,-0.055982363465321996,0.544078824374027,0.42367049667199136,Musica melodica,blues,blues.00001.wav
2,1.4813493196970233,-0.1823024038274536,0.24580740146902322,0.6946306528886518,-0.9076271751752152,-0.9397420593706877,0.768790139657146,1.157511214571472,-0.6541330897461961,-0.6491349867299224,0.7569560429156618,0.3236863425378408,0.5394025854817418,1.3063766901007148,-0.9282740893873664,-0.27883752638589837,-1.048491552267666,0.9376812250047617,-0.8574680753598626,0.14417439648310054,-0.5777615988752257,0.24773334120804058,-1.042011480287362,0.19594589952419636,-0.6660282100502232,-0.5728401389118202,-1.0977197685397884,0.2850073214790227,-0.8262112643104206,-0.6016313553265392,-0.2939077535077958,-0.2954813577751451,Musica melodica,blues,blues.00002.wav
3,-2.000398201699211,0.32499551975074675,-1.4306689673522472,0.16282648258178464,-1.5847768741988633,-1.2265076997775113,0.414508057953049,0.3159003339165938,-1.689506209157548,-1.2459622324185986,0.32028193190726256,0.13782632412872206,-0.5471559473027925,1.6147666962017433,0.6726857577237716,-0.5685288291907631,0.23401819068270302,-0.03536269455815014,0.029581920578827244,-0.07875411080533802,0.7514539014806212,0.05141893736191924,0.4139579745968565,0.24040080826288648,0.3763066126904202,-0.5708783669626601,0.20420282394050085,-0.08103422515081089,0.14330587821983248,0.03302069924265025,0.4555764702068895,-0.6034918516326349,Musica melodica,blues,blues.00003.wav
4,0.5797599615249464,-0.8600706502006551,0.3326621011182302,-0.604275242959304,-0.5103282065028463,-0.9374673137373509,0.4324757384986555,-3.7667134897031844,-0.04725519338720274,-0.7196605205962887,0.892042906482877,-1.5244220688928112,-0.155580157344368,0.8501211058441882,-1.2274609337407358,-0.852298960783891,-2.5559269381620093,-0.3204242213239749,-1.8340048375350033,-0.9197520527413644,-0.5808056758287299,-0.8236476125787311,-1.0362488685782294,-1.0845663124723912,-0.3464435189359208,-1.865066349733887,-1.0885239281262147,-1.2378746586758607,-0.32641994152127735,-0.371028342201541,-0.5538533877557726,-2.766256605382474,Musica melodica,blues,blues.00004.wav
5,-1.7594989137323358,-0.9369939876547432,-0.6167482319946866,-0.41623234117259145,-0.5153149073136735,-0.9733609340743643,0.9302279532958084,-0.6095211811096894,-0.22692119527877957,-1.1935351351426067,1.29247194548994,-1.261123817301108,-0.33157640553828327,0.5941163599603966,-0.3958441804040778,-0.33478887216936376,-1.6803739145263845,-0.2326126567905284,-1.5700955832318684,-0.6637209351332308,-0.19223126523177922,-1.0938101141177483,-0.8444699118237708,-1.0270973894386681,-0.7364177445232126,-2.340195249095354,-0.008238352732153077,-1.4692057803402785,0.46821939857055317,-0.850633672957092,-0.19093931618281862,-1.8308224201784273,Musica melodica,blues,blues.00005.wav
6,-1.6909095331306565,-1.0729895634362103,-0.971115371669077,0.15938552465243772,-1.0387488943095151,-1.6208609993358407,1.3391548983144579,-1.6254442975622572,-0.7329531290765439,-1.254420739493047,1.6771872498329907,-1.4082329072989797,-0.4543570351407688,0.9812330275289018,-1.2614855333967159,-0.199212163292393,0.9959939433297841,-1.290363751153379,-1.5829468098116672,-0.9420350060618686,0.06024524779865519,-1.6711964881470756,-0.26718233077599896,-1.1321323608614693,-0.291154652545877,-2.3407826053965124,-0.5474579452251584,-2.451418391055308,-1.5264822897754073,-1.9354290150766258,-0.2980628548053276,-1.4083880666695165,Musica melodica,blues,blues.00006.wav
7,-0.9658217953414725,-0.8683139968314044,-0.9827495902228733,0.012486661930358042,-1.0490309478662212,-1.2625625899268644,0.8832658014875779,-2.9635958690032633,-1.0121453584597306,-0.8993400482924645,0.9316260117148644,-1.0389541520217107,-0.3468372928545759,1.1783832263412142,-0.8152591368740968,0.22025121715080148,0.5220434387471176,-0.3153619225888117,-1.552758590966797,-0.15374246202426942,-0.5266712465003246,-1.413043523124363,-0.35140447171252337,-1.702568663225582,0.20312756867501733,-1.9633816294195858,-1.044600250737981,-2.092897724280033,-1.448813357485512,-2.9223568183445847,-0.6296119065926532,-1.9671247714317979,Musica melodica,blues,blues.00007.wav
8,-1.2815858101851492,0.37745685183401156,0.05732198193560311,0.18963468161006836,-0.6735664827129344,-0.3988855656534231,0.8522765230890749,1.0405863902286152,-0.9497082372349983,-0.3454001602277798,-0.10733180318937288,0.5134448814932138,0.23339511993130643,0.7322045375906732,-0.2664804888452932,0.5904273653507459,-0.5741789320832956,0.4663655403837627,-1.4130011182011468,1.2368065102863108,-0.5837805221692373,1.693600626858155,-0.10303776739979226,0.3779421348599013,-1.2880771467338226,0.6544894815000905,-0.26798037786376855,-0.5673184790015374,-0.6745538094977682,0.5657038594257501,1.528895646591389,-0.41841622018133834,Musica melodica,blues,blues.00008.wav
9,-1.3736836478478884,-1.2861140921950482,-0.5150878518974611,-0.7523154688678626,-0.5355663965150754,-0.5089756447719318,0.29268533997369994,0.007465695303497198,-0.5839413872848066,0.2593059602381949,-0.38918280750589607,-0.873115618005785,-0.6846259799725047,0.49672605976909506,-0.12710689546820622,0.16260522416014886,-1.567127028861925,-0.13303029083674514,-0.4072286980907365,-0.10570260210364821,-0.8572016531518953,-0.4365004042874267,-0.003067756227653759,-0.10266785063716269,0.814410105757125,-1.3771099199281633,0.7094316444271846,-0.5106063218769106,0.450259789333307,-0.7252675405536028,1.390773774539123,-0.818573331822296,Musica melodica,blues,blues.00009.wav
